"MaterialType" "Materials_Details_EN" "Notes"
"21295" "縄" "rope" ""
"21292" "縄(リョウメンシダ)" "upside-down fern (Arachniodes standishii)​" ""
"34060" "縄文晩期末緑ヶ丘式期土器付着物・内面（おこげ）" "from pottery Jomon interior residue okage" ""
"4790" "肋骨" "rib" ""
"37344" "肋骨の破片（ゼラチンコラーゲン）" "rib fragments (gelatin collagen), human bone" ""
"21314" "肩甲骨" "scapula" ""
"21303" "脛骨" "tibia" ""
"4938" "腐植" "humus" "Multiple translations"
"4939" "腐植" "humus, soil" "Multiple translations"
"27319" "腐植化した植物遺体" "plant plant remains humus" ""
"13386" "腐植土" "humus" "Multiple translations"
"13387" "腐植土" "humus, soil" "Multiple translations"
"8804" "腐植土壌" "soil humus" ""
"5040" "腐植層" "humus" ""
"15804" "腐植材" "material humus" ""
"14807" "腐植混じり土壌" "soil humus" ""
"13376" "腐植物" "plant humus" "Multiple translations"
"13377" "腐植物" "humus, indet.plant remains" "Multiple translations"
"25513" "腐植物片" "plant fragments humus" ""
"6352" "腐植質シルト" "humus silt" ""
"22707" "腐植質シルト質粘土" "humus clay silt" ""
"37372" "腐植質の砂層" "humus sand, soil" ""
"8764" "腐植質土" "humus" ""
"4669" "腐植質土壌" "soil humus" ""
"4671" "腐植質堆積物" "humus sediment" "Multiple translations"
"4672" "腐植質堆積物" "humus sediment, soil" "Multiple translations"
"18531" "腐植質泥" "humus" "Multiple translations"
"18532" "腐植質泥" "humus, soil" "Multiple translations"
"18872" "腐植質砂" "humus sand" ""
"29053" "腐植質砂層" "humus sand" ""
"25861" "腐植質砂質シルト" "humus silt sand" ""
"7249" "腐植質粘土" "humus clay" ""
"7077" "腐植酸" "humus" ""
"7079" "腐植酸を抽出分離した残渣" "humus sample" ""
"22800" "腐食した黒色土" "black soil" ""
"23166" "腐食土" "humus soil?" ""
"30746" "腐食土壌" "soil" ""
"4865" "腐食質土壌" "soil humic" ""
"5129" "腐食質砂層" "sand humic" ""
"40078" "腐食質粘土"  "Needs translation"
"9520" "腓骨" "fibula" ""
"44487" "腹足綱貝類の螺軸"  "Needs translation"
"4920" "自然木" "natural wood" ""
"38492" "自然木？" "natural wood, wood indet." ""
"38277" "自然木（ケヤキ）" "natural wood, Japanese zelkova (Zelkowa serrata)" ""
"4904" "自然木(コナラ節)" "natural wood Jolcham oak (Quercus serrata)" ""
"4615" "自然木(サクラ属)" "natural wood Cherry, plum etc (Cerasus, Prunus etc)" ""
"4616" "自然木(スダジイ)" "natural wood Itajii tree (Castanopis sieboldi)" ""
"4905" "自然木(トウヒ節)" "natural wood ezo spruce (Picea jezoensis)" ""
"34204" "自然木(トネリコ属)" "natural wood Ash (Fraxinus sp.)" ""
"5988" "自然木(ハンノキ属ハンノキ節)" "natural wood alder (Alnus sp.)​ Japanese alder (Alnus japonica)​" ""
"37970" "自然木（ムクロジ）" "natural wood, Indian soapberry (Sapindus mukorossi)" ""
"6855" "自然木(モミsp)" "natural wood fir (Abies sp.)" ""
"7205" "自然木(モモ)" "natural wood peach (Amygdalus persica syn. Prunus)" ""
"8505" "自然木(ヤナギ)" "natural wood willow (Salix sp.)" ""
"6937" "自然材(コナラ節)" "material Jolcham oak (Quercus serrata)" ""
"6936" "自然材(ハンノキ亜属)" "material Japanese alder (Alnus japonica)​" ""
"41926" "自然流木"  "Needs translation"
"10378" "臼歯(ナウマンゾウ)" "horse (Equus ferus) molar tooth" ""
"40679" "芯持生木(エノキ属?)"  "Needs translation"
"37143" "若年枝（クヌギ節）" "branch, saw-tooth oak (Quercus acutissima)" ""
"38341" "若木" "sapwood, wood indet." ""
"19078" "草" "grass" ""
"32612" "草木(葉)" "vegetation" ""
"4551" "草木泥炭" "peat vegetation" ""
"5194" "草本" "herbaceous plants" ""
"26249" "草本植物片" "plant fragments herbaceous plants" ""
"21118" "草本植物遺体" "plant plant remains herbaceous plants" ""
"7009" "草本泥炭" "peat herbaceous plants" ""
"23926" "草本炭化物" "carbonized material herbaceous plants" ""
"14859" "草本炭化物(単子葉類)" "carbonized material monocotyledonous herbaceous plants" ""
"15865" "草本炭化物(草本生単子葉類)" "carbonized material monocotyledonous herbaceous plants" ""
"37103" "草本由来の炭化物" "carbonized material, herbaceous plants" ""
"5429" "草本質泥炭" "peat herbaceous plants" ""
"20215" "草本質炭化物" "carbonized material herbaceous plants" ""
"23796" "草本遺体" "herbaceous plants" ""
"19294" "草本類" "herbaceous plants" ""
"40590" "草本類(イネ科)"  "Needs translation"
"44480" "草本類生材"  "Needs translation"
"19887" "草本類稈" "culm herbaceous plants" ""
"25889" "葉" "leaf or deciduous wood?" "Multiple translations"
"25890" "葉" "leaves, indet.plant remains" "Multiple translations"
"38542" "葉、炭化種実破片" "carbonized seed/nuts fragments leaves, indet. seed" ""
"43971" "葉(ヤブニッケイ)"  "Needs translation"
"42826" "葉片"  "Needs translation"
"44032" "薄手土器"  "Needs translation"
"42272" "薄板(針葉樹の樹皮)"  "Needs translation"
"38104" "藍胎（草本遺体）" "??, herbaceous plants" ""
"36700" "虫" "insect" ""
"25496" "虫体(イネノクロカメムシ)" "insect rice beetle (Scotinophara lurida)" ""
"6594" "褐灰色粘土" "clay" ""
"11903" "象の臼歯" "elephant (Elephantidae spp. Palaeoloxodon?) molar tooth" ""
"4546" "貝" "indet. shellfish" ""
"47" "貝," "indet. shellfish" ""
"279" "貝,アサリ," "Asari (Ruditapes philippinarum)" ""
"3090" "貝,アラスジケマンガイ," "tumid venus (Gafrarium tumidum)" ""
"946" "貝,ウバガイ," "Sakhalin surf clam (Pseudocardium sachalinense)" ""
"951" "貝,オオノガイ？," "soft shell clam (Mya arenaria syn. oonogai)" ""
"2134" "貝,カガミガイ,R" "venus clam (Dosinia japonica)" ""
"950" "貝,カキ," "oysters (Ostreidae)" ""
"3315" "貝,カラスガイ," "turban-shell (Lunella correensis)" ""
"531" "貝,カワニナ," "kawanina (Semisulcospira libertina)" ""
"949" "貝,サラガイ," "saragai tellin (Megangulus venulosus)" ""
"1655" "貝,サルボウ," "ark clam (Anadara kagoshimensis)" ""
"2133" "貝,シオフキ,R" "shiofukigai trough shell (Mactra veneriformis)" ""
"447" "貝,シジミ," "basket clam (Corbiculidae spp.)" ""
"3095" "貝,シャコガイ," "giant clam (Tridacninae)" ""
"3310" "貝,セタシジミ," "basket clam (Corbiculidae spp.)" ""
"3321" "貝,セタシジミ,中身" "basket clam (Corbiculidae spp.)" ""
"3320" "貝,セタシジミ,貝殻" "basket clam (Corbiculidae spp.)" ""
"3091" "貝,チョウセンサザエ," "silver-mouth turban shell (Turbo (syn. Marmarostoma) argyrostomus)" ""
"3317" "貝,ナガタニシ," "mud snail (Heterogen longispira)" ""
"541" "貝,ハイガイ," "igai mussel (Mytilus coruscus)​" ""
"2132" "貝,ハマグリ,R" "asian hard clam (Meretrix lusoria)​" ""
"277" "貝,ホタテガイ,破片" "Japanese scallop (Mizuhopecten (syn. Patinopecten) yessoensis)" ""
"281" "貝,マガキ," "Pacific oyster (Crassostrea gigas)​" ""
"3092" "貝,マガキガイ," "Pacific oyster (Crassostrea gigas)​" ""
"3700" "貝,マシジミ," "basket clam (Corbiculidae spp.)" ""
"3316" "貝,ヤマトカワニナ," "kawanina (Semisulcospira libertina)" ""
"282" "貝,ヤマトシジミ," "basket clam (Corbicula japonica) basket clam (Corbiculidae spp.)" ""
"537" "貝,陸産貝類," "land snails" ""
"28604" "貝？" "indet. shellfish" ""
"5939" "貝(アカニシ)" "veined rapa whelk (Rapana venosa)​" ""
"6431" "貝(アサリ)" "manila clam (Ruditapes philippinarum)" ""
"5789" "貝(アサリ）" "manila clam (Ruditapes philippinarum)" ""
"44003" "貝(アマオブネ)"  "Needs translation"
"29246" "貝(アワビ)" "abalone shell (Haliotis sp.)" ""
"11730" "貝(イガイ)" "igai mussel (Mytilus coruscus)​" ""
"29451" "貝(イシダタミガイ)" "toothed top shell (Monodonta labio)​" ""
"39436" "貝(イシマキガイ)"  "Needs translation"
"44712" "貝(イタボガキ)"  "Needs translation"
"30714" "貝(イボキサゴ)" "Ibokisago button top shell (Umbonium moniliferum) top-shell (Umbonium costatum)" ""
"44017" "貝(イモガイ:海産)"  "Needs translation"
"44083" "貝(イモガイ)"  "Needs translation"
"4598" "貝(イワガキ)" "rock-oyster (Crossostrea nippona)" ""
"20634" "貝(ウメノハナガイ)" "umenohanagai shell (Pillucina pisidium)" ""
"43844" "貝(ウラツキガイ)"  "Needs translation"
"44424" "貝(オオシラナミ)"  "Needs translation"
"44001" "貝(オオツタノハ)"  "Needs translation"
"6463" "貝(オオノガイ)" "soft shell clam (Mya arenaria syn. oonogai)" ""
"39408" "貝(オキアサリ)"  "Needs translation"
"30715" "貝(オキシジミ)" "black clam (Cyclina sinensis) basket clam (Corbiculidae spp.)" ""
"6457" "貝(カガミガイ)" "venus clam (Dosinia japonica)" ""
"6629" "貝(カキ)" "oysters (Ostreidae)" ""
"30453" "貝(カシパン)" "sand dollar (sea urchin) (Astriclypeus manni)" ""
"44019" "貝(カタツムリ:陸産貝)"  "Needs translation"
"42522" "貝(カワアイ)"  "Needs translation"
"39946" "貝(カワシンジュガイ)"  "Needs translation"
"44014" "貝(カワニナ:淡水産)"  "Needs translation"
"39437" "貝(カワニナ)"  "Needs translation"
"7459" "貝(キサゴ)" "top-shell (Umbonium costatum)" ""
"43845" "貝(クモガイ)"  "Needs translation"
"39352" "貝(クロアワビ)"  "Needs translation"
"35143" "貝（コタマガイ右殻）殻の腹縁" "venus clam (Macridiscus aequilatera syn. Gomphina melanegis)" ""
"20781" "貝(コベルトカニモリ)" "kobelt kanimori (Cerithium dialeucum syn. Cerithium kobelti)" ""
"44022" "貝(サザエ:海産)"  "Needs translation"
"44077" "貝(サザエ:貝殻蓋)"  "Needs translation"
"39385" "貝(サザエ)"  "Needs translation"
"30452" "貝(サルボウ)" "ark clam (Anadara kagoshimensis)" ""
"20753" "貝(サルボウガイ)" "ark clam (Anadara kagoshimensis)" ""
"30450" "貝(シオフキ)" "Shiofukigai (Mactra veneriformis)" ""
"16355" "貝(シジミ)" "basket clam (Corbiculidae spp.)" ""
"34235" "貝（シジミ殻皮）" "basket clam (Corbiculidae spp.)" ""
"20337" "貝(シジミ類)" "basket clam (Corbiculidae spp.)" ""
"43842" "貝(シャゴウガイ)"  "Needs translation"
"44070" "貝(シャコガイ)"  "Needs translation"
"20774" "貝(シラオガイ)" "circular tapestry shell (Circe scripta)" ""
"44013" "貝(シレナシジミ:汽水産)"  "Needs translation"
"29450" "貝(スガイ)" "turban-shell (Lunella correensis)" ""
"44007" "貝(タカラガイの仲間)"  "Needs translation"
"5081" "貝(タマキガイ)" "clothed bittersweet clam (Glycymeris aspersa)" ""
"28907" "貝(ダンドクメンガイ)" "Chinese thorny oyster (Spondylus (syn. Eleutherospondylos) sinensis)" ""
"43850" "貝(チョウセンサザエ)"  "Needs translation"
"30451" "貝(ツメタガイ)" "bladder moon shell (Neverita (syn. Glossaulax) didyma)" ""
"20767" "貝(ツメタガイ）" "bladder moon shell (Neverita (syn. Glossaulax) didyma)" ""
"6535" "貝(ナミマガシワガイ)" "jingle shell (Anomia chinensis)" ""
"43843" "貝(ヌノメガイ)"  "Needs translation"
"20768" "貝(バイ)" "Japanese Babylon shell (Babylonia japonica)" ""
"20791" "貝(ハイガイ)" "igai mussel (Mytilus coruscus)​" ""
"20778" "貝(バカガイ)" "trough shell (Mactra chinensis)" ""
"4583" "貝(ハマグリ)" "asian hard clam (Meretrix lusoria)​" ""
"6520" "貝(ハマグリ右)" "asian hard clam (Meretrix lusoria)​" ""
"6519" "貝(ハマグリ左)" "asian hard clam (Meretrix lusoria)​" ""
"43841" "貝(ヒメシャコガイ)"  "Needs translation"
"39365" "貝(ベンケイガイ)"  "Needs translation"
"20755" "貝(ホソウミニナ)" "Japanese mud snail (Batillaria attramentaria)" ""
"5940" "貝(マガキ)" "Pacific oyster (Crassostrea gigas)​" ""
"28491" "貝(マガキガイ)" "Pacific oyster (Crassostrea gigas)​" ""
"39372" "貝(マダカアワビ)"  "Needs translation"
"39393" "貝(マルサルボウ)"  "Needs translation"
"8442" "貝(ミガキボラ)" "migakibora whelk (Kelletia lischkei)" ""
"39371" "貝(メカイアワビ)"  "Needs translation"
"43840" "貝(モチツキザラ)"  "Needs translation"
"44008" "貝(ヤコウガイ)"  "Needs translation"
"7455" "貝(ヤマトシジミ)" "basket clam (Corbicula japonica) basket clam (Corbiculidae spp.)" ""
"8444" "貝(レイシガイ)" "ishigai mussel (Unio douglasiae)" ""
"44004" "貝(巻貝)"  "Needs translation"
"43708" "貝(汽水:カバクチカノコ)"  "Needs translation"
"43714" "貝(汽水:シレナシジミ?､貝器)"  "Needs translation"
"30099" "貝(汽水産:ヤマトシジミ)" "basket clam (Corbicula japonica) basket clam (Corbiculidae spp.)" ""
"30101" "貝(海水産:ハマグリ)" "asian hard clam (Meretrix lusoria)​" ""
"30103" "貝(海水産:マガキ)" "Pacific oyster (Crassostrea gigas)​" ""
"6539" "貝(海洋性:サルボウ)" "ark clam (Anadara kagoshimensis) marine shell" ""
"32740" "貝(海洋性)" "marine shell" ""
"43709" "貝(海産:カンギク?)"  "Needs translation"
"43711" "貝(海産:ギンタカハマ?)"  "Needs translation"
"43713" "貝(海産:トコブシ･ナガラメ型)"  "Needs translation"
"43710" "貝(海産:マツヤマワスレ?)"  "Needs translation"
"43712" "貝(海産:マルスダレガイ科?)"  "Needs translation"
"43707" "貝(海産:ミナミマガキ)"  "Needs translation"
"6121" "貝化石" "fossil shell" ""
"7151" "貝化石(カガミガイ)" "venus clam (Dosinia japonica)" ""
"5952" "貝化石(ハイガイ)" "igai mussel (Mytilus coruscus)​" ""
"27577" "貝化石（マガキ）" "Pacific oyster (Crassostrea gigas)​" ""
"5909" "貝化石(ヤマトシジミ)" "basket clam (Corbicula japonica) basket clam (Corbiculidae spp.)" ""
"5515" "貝柄(ハナグモリ)" "hanagumori shell (Glauconome angulata)" ""
"6114" "貝殻" "shell" ""
"34524" "貝殻 ヤマトシジミ" "basket clam (Corbicula japonica) basket clam (Corbiculidae spp.)" ""
"32438" "貝殻(Ⅸ層)" "shell" ""
"32439" "貝殻(Ⅵ層)" "shell" ""
"27254" "貝殻(アカニシ芯)" "veined rapa whelk (Rapana venosa)​" ""
"29656" "貝殻(アゲマキ)" "razor clam (Sinonovacula constricta)" ""
"6209" "貝殻(イボキサゴ)" "Ibokisago button top shell (Umbonium moniliferum) top-shell (Umbonium costatum)" ""
"34096" "貝殻（ウバガイ）" "Sakhalin surf clam (Pseudocardium sachalinense)" ""
"6111" "貝殻(エゾタマキガイ)" "clothed bittersweet clam (Glycymeris aspersa)" ""
"34098" "貝殻（オオノガイ）" "soft shell clam (Mya arenaria syn. oonogai)" ""
"6259" "貝殻(オキシジミ)" "black clam (Cyclina sinensis) basket clam (Corbiculidae spp.)" ""
"13468" "貝殻(カキ)" "oysters (Ostreidae)" ""
"29779" "貝殻(カキ①)" "oysters (Ostreidae)" ""
"29780" "貝殻(カキ②)" "oysters (Ostreidae)" ""
"29781" "貝殻(カキ③)" "oysters (Ostreidae)" ""
"8845" "貝殻(カモノアシガキ)" "duck (Anatidae etc)" ""
"42507" "貝殻(カワアイ)"  "Needs translation"
"36390" "貝殻（カワシンジュガイ）" "freshwater pearl oyster (Margaritifera laevis)" ""
"6003" "貝殻(キサゴ)" "top-shell (Umbonium costatum)" ""
"11890" "貝殻(コダマガイ)" "venus clam (Macridiscus aequilatera syn. Gomphina melanegis)" ""
"25462" "貝殻(サルボウガイ)" "ark clam (Anadara kagoshimensis)" ""
"29655" "貝殻(シジミ)" "basket clam (Corbiculidae spp.)" ""
"5610" "貝殻(シジミ属)" "basket clam (Corbiculidae spp.)" ""
"29357" "貝殻(スガイ)" "turban-shell (Lunella correensis)" ""
"8809" "貝殻(ダンベイキサゴ)" "top-shell (Umbonium costatum)" ""
"7114" "貝殻(ハイガイ)" "igai mussel (Mytilus coruscus)​" ""
"29746" "貝殻(ハイガイ①)" "igai mussel (Mytilus coruscus)​" ""
"29747" "貝殻(ハイガイ②)" "igai mussel (Mytilus coruscus)​" ""
"29778" "貝殻(ハイガイ③)" "igai mussel (Mytilus coruscus)​" ""
"6002" "貝殻(ハマグリ)" "asian hard clam (Meretrix lusoria)​" ""
"30281" "貝殻(ハマグリ）" "asian hard clam (Meretrix lusoria)​" ""
"7803" "貝殻(ハマグリ) 左殻" "asian hard clam (Meretrix lusoria)​" ""
"25463" "貝殻(フトヘナタリ)" "futohenatari mud-snail (Cerithidea moerchii syn. rhizophorarum)" ""
"30359" "貝殻(マガキ･ハイガイ･サルボウガイ)" "igai mussel (Mytilus coruscus)​ark clam (Anadara kagoshimensis) Pacific oyster (Crassostrea gigas)​" ""
"6215" "貝殻(マガキ)" "Pacific oyster (Crassostrea gigas)​" ""
"34095" "貝殻（マガキ）" "Pacific oyster (Crassostrea gigas)​" ""
"4714" "貝殻(ヤマトシジミ)" "basket clam (Corbicula japonica) basket clam (Corbiculidae spp.)" ""
"44999" "貝殻（ヤマトシジミ）"  "Needs translation"
"12544" "貝殻(レイシガイ)" "ishigai mussel (Unio douglasiae)" ""
"42656" "貝殻(巻貝)"  "Needs translation"
"6962" "貝殻(微小二枚貝)" "bi-valve clam" ""
"7209" "貝殻片" "shell fragments" ""
"43645" "貝殻片(アラヌノメガイ）"  "Needs translation"
"43637" "貝殻片(イトマキボラ)"  "Needs translation"
"43638" "貝殻片(クロフモドキ?)"  "Needs translation"
"43644" "貝殻片(サラサバティ)"  "Needs translation"
"43640" "貝殻片(シャコガイ)"  "Needs translation"
"43642" "貝殻片(シラクモガイ)"  "Needs translation"
"43636" "貝殻片(マガキガイ)"  "Needs translation"
"42346" "貝片"  "Needs translation"
"17164" "貝皮(淡水性)" "fresh water molluscs" ""
"5504" "貝試料" "shellfish sample" ""
