"Material_Classification","Material_Details_JPN","inconsistent","Materials_Details_EN","Materials_Detail_Identification_EN","Materials_Detail_Other_EN","Materials_Detail_Notes_EN"
"Charred Remain","炭化材 樹皮",0,"carbonized material bark","","carbonized material bark",""
"Charred Remain","炭化材,",0,"carbonized material","","carbonized material",""
"Charred Remain","炭化材,アカガシ亜種,",0,"carbonized material Japanese evergreen oak (Quercus acuta)","Japanese evergreen oak (Quercus acuta)","carbonized material",""
"Charred Remain","炭化材,カエデ属,",0,"carbonized material maple (Acer sp.)","maple (Acer sp.)","carbonized material",""
"Charred Remain","炭化材,クヌギ属?,",0,"carbonized material saw-tooth oak (Quercus acutissima)","saw-tooth oak (Quercus acutissima)","carbonized material",""
"Charred Remain","炭化材,クヌギ節,",0,"carbonized material saw-tooth oak (Quercus acutissima)","saw-tooth oak (Quercus acutissima)","carbonized material",""
"Charred Remain","炭化材,クリ,",0,"carbonized material chestnut (Castanea crenata)","chestnut (Castanea crenata)","carbonized material",""
"Charred Remain","炭化材,クリ,11年目",0,"carbonized material chestnut (Castanea crenata)","chestnut (Castanea crenata)","carbonized material",""
"Charred Remain","炭化材,クリ,21年目",0,"carbonized material chestnut (Castanea crenata)","chestnut (Castanea crenata)","carbonized material",""
"Charred Remain","炭化材,クリ,31年目",0,"carbonized material chestnut (Castanea crenata)","chestnut (Castanea crenata)","carbonized material",""
"Charred Remain","炭化材,クリ,最外",0,"carbonized material outermost chestnut (Castanea crenata)","chestnut (Castanea crenata)","carbonized material outermost",""
"Charred Remain","炭化材,クリ?,部位不明",0,"unknown carbonized material chestnut (Castanea crenata)","chestnut (Castanea crenata)","unknown carbonized material",""
"Charred Remain","炭化材,クリ?,",0,"carbonized material chestnut (Castanea crenata)","chestnut (Castanea crenata)","carbonized material",""
"Charred Remain","炭化材,コナラ属,",0,"carbonized material oak (Quercus sp.)","oak (Quercus sp.)","carbonized material",""
"Charred Remain","炭化材,コナラ属コナラ亜属コナラ節,",0,"carbonized material oak (Quercus sp.) Jolcham oak (Quercus serrata)","oak (Quercus sp.) Jolcham oak (Quercus serrata)","carbonized material",""
"Charred Remain","炭化材,タケ亜科,",0,"carbonized material bamboo (Bambusoideae)","bamboo (Bambusoideae)","carbonized material",""
"Charred Remain","炭化材,ブドウ科,",0,"carbonized material grapes (Vitaceae)","grapes (Vitaceae)","carbonized material",""
"Charred Remain","炭化材,ブナ科コナラ属,",0,"carbonized material oak (Quercus sp.) Fagaceae","oak (Quercus sp.) Fagaceae","carbonized material",""
"Charred Remain","炭化材,モミ属,",0,"carbonized material fir (Abies sp.)","fir (Abies sp.)","carbonized material",""
"Charred Remain","炭化材,不明",0,"unknown carbonized material","","unknown carbonized material",""
"Charred Remain","炭化材,最外1年輪",0,"charcoal outermost ring","","carbonized material outermost year ring",""
"Charred Remain","炭化材,最外縁",0,"charcoal outermost ring","","carbonized material outermost",""
"Charred Remain","炭化材,外から10年輪",0,"charcoal 10 year from outside","","carbonized material year ring from outermost",""
"Charred Remain","炭化材,外から11年目",0,"charcoal 11 year from outside","","carbonized material from outermost",""
"Charred Remain","炭化材,外から1年目",0,"charcoal outermost ring","","carbonized material from outermost",""
"Charred Remain","炭化材,外から20年輪",0,"charcoal 20 year from outside","","carbonized material year ring from outermost",""
"Charred Remain","炭化材,外から21年目",0,"charcoal 21 year from outside","","carbonized material from outermost",""
"Charred Remain","炭化材,外から21年輪",0,"charcoal 21 year from outside","","carbonized material year ring from outermost",""
"Charred Remain","炭化材,外から31年目",0,"charcoal 31 year from outside","","carbonized material from outermost",""
"Charred Remain","炭化材,外から31年輪",0,"charcoal 31 year from outside","","carbonized material year ring from outermost",""
"Charred Remain","炭化材,外から35年目",0,"charcoal 35 year from outside","","carbonized material from outermost",""
"Charred Remain","炭化材,外側",0,"charcoal outermost - ring or bark?","","carbonized material",""
"Charred Remain","炭化材,広葉樹,",0,"carbonized material hardwood","","carbonized material hardwood",""
"Charred Remain","炭化材,木炭,",0,"charcoal carbonized material","","charcoal carbonized material",""
"Charred Remain","炭化材,樹幹材,",0,"carbonized material trunk","","carbonized material trunk",""
"Charred Remain","炭化材,炭,",0,"carbonized material","","carbonized material",""
"Charred Remain","炭化材,炭化物,",0,"carbonized material material","","carbonized material material",""
"Charred Remain","炭化材,炭化物,土壌中",0,"In soil","","carbonized material soil material",""
"Charred Remain","炭化材,炭化物,樹幹",0,"carbonized material trunk material","","carbonized material trunk material",""
"Charred Remain","炭化材,網代状繊維,",0,"Charcoal with net-like fibre","","carbonized material textile fiber / fiborous",""
"Charred Remain","炭化材,針葉樹,",0,"carbonized material Coniferae","Coniferae","carbonized material",""
"Charred Remain","炭化材?",0,"carbonized material","","carbonized material",""
"Charred Remain","炭化材？",0,"carbonized material","","carbonized material",""
"Charred Remain","炭化材？(コナラ属クヌギ節)",0,"carbonized material oak (Quercus sp.) saw-tooth oak (Quercus acutissima)","oak (Quercus sp.) saw-tooth oak (Quercus acutissima)","carbonized material",""
"Charred Remain","炭化材？(マツ属複維管束亜属)",0,"carbonized material pine (Pinus sp.) subgen compound vascular","pine (Pinus sp.) subgen compound vascular","carbonized material",""
"Charred Remain","炭化材(1-5y)",0,"carbonized material outermost year ring","","carbonized material outermost year ring",""
"Charred Remain","炭化材(11-15y)",0,"carbonized material","","carbonized material",""
"Charred Remain","炭化材(12年輪･ツツジ科)",0,"carbonized material year ring","","carbonized material year ring",""
"Charred Remain","炭化材(16-20y)",0,"carbonized material","","carbonized material",""
"Charred Remain","炭化材(2〜3年輪分)",0,"carbonized material year ring","","carbonized material year ring",""
"Charred Remain","炭化材(21-25y)",0,"carbonized material","","carbonized material",""
"Charred Remain","炭化材(26-30?y)",0,"carbonized material","","carbonized material",""
"Charred Remain","炭化材(2年輪？:アカガシ亜属)",0,"carbonized material year ring Japanese evergreen oak (Quercus acuta)","Japanese evergreen oak (Quercus acuta)","carbonized material year ring",""
"Charred Remain","炭化材(2片分割)",0,"carbonized material","","carbonized material",""
"Charred Remain","炭化材(3年輪:針葉樹A)",0,"carbonized material year ring Coniferae","Coniferae","carbonized material year ring",""
"Charred Remain","炭化材(3年輪)",0,"carbonized material year ring","","carbonized material year ring",""
"Charred Remain","炭化材(4分の1割材･オオバギ近似種)",0,"carbonized material or similar","","carbonized material or similar",""
"Charred Remain","炭化材(6-10y)",0,"carbonized material","","carbonized material",""
"Charred Remain","炭化材(6年輪:マツ属)",0,"carbonized material year ring pine (Pinus sp.)","pine (Pinus sp.)","carbonized material year ring",""
"Charred Remain","炭化材(アオキ)",0,"carbonized material Spotted laurel (Aucuba japonica)","Spotted laurel (Aucuba japonica)","carbonized material",""
"Charred Remain","炭化材(アカガシ亜属，より外側〜5年輪分)",0,"carbonized material year ring Japanese evergreen oak (Quercus acuta)","Japanese evergreen oak (Quercus acuta)","carbonized material year ring",""
"Charred Remain","炭化材(アカガシ亜属、シキミ)",0,"carbonized material Japanese star anise (Illicum religiosum) Japanese evergreen oak (Quercus acuta)","Japanese star anise (Illicum religiosum) Japanese evergreen oak (Quercus acuta)","carbonized material",""
"Charred Remain","炭化材(アカガシ亜属)",0,"carbonized material Japanese evergreen oak (Quercus acuta)","Japanese evergreen oak (Quercus acuta)","carbonized material",""
"Charred Remain","炭化材（アカガシ亜属）",0,"carbonized material Japanese evergreen oak (Quercus acuta)","Japanese evergreen oak (Quercus acuta)","carbonized material",""
"Charred Remain","炭化材(アカガシ亜属またはクヌギ節)",0,"carbonized material saw-tooth oak (Quercus acutissima) Japanese evergreen oak (Quercus acuta)","saw-tooth oak (Quercus acutissima) Japanese evergreen oak (Quercus acuta)","carbonized material",""
"Charred Remain","炭化材(アカマツ)",0,"carbonized material pine (Pinus sp.)","pine (Pinus sp.)","carbonized material",""
"Charred Remain","炭化材(アカメガシワ)",0,"carbonized material Japanese mallotus (Mallotus japonicus)","Japanese mallotus (Mallotus japonicus)","carbonized material",""
"Charred Remain","炭化材(アサダ、コナラ節、ケヤキ、カエデ属)",0,"carbonized material East Asian hornbeam (Ostrya japonica) Jolcham oak (Quercus serrata) maple (Acer sp.) Japanese zelkova (Zelkowa serrata)","East Asian hornbeam (Ostrya japonica) Jolcham oak (Quercus serrata) maple (Acer sp.) Japanese zelkova (Zelkowa serrata)","carbonized material",""
"Charred Remain","炭化材(アサダ、ブナ属、モクレン属、トチノキ)",0,"carbonized material horse chestnut (Aesculus turbinata) East Asian hornbeam (Ostrya japonica) magnolia (Magnolia sp.) beech (Fagus sp.) Aesculus??","horse chestnut (Aesculus turbinata) East Asian hornbeam (Ostrya japonica) magnolia (Magnolia sp.) beech (Fagus sp.) Aesculus??","carbonized material",""
"Charred Remain","炭化材(アサダ)",0,"carbonized material East Asian hornbeam (Ostrya japonica)","East Asian hornbeam (Ostrya japonica)","carbonized material",""
"Charred Remain","炭化材(アジサイ属)",0,"carbonized material hydrangea (Hydrangea sp.)","hydrangea (Hydrangea sp.)","carbonized material",""
"Charred Remain","炭化材(アスナロ，コナラ属コナラ節)",0,"carbonized material oak (Quercus sp.) hatchet-leaved arbor-vitae (Thujopsis dolabrata) Jolcham oak (Quercus serrata)","oak (Quercus sp.) hatchet-leaved arbor-vitae (Thujopsis dolabrata) Jolcham oak (Quercus serrata)","carbonized material",""
"Charred Remain","炭化材(アスナロ)",0,"carbonized material hatchet-leaved arbor-vitae (Thujopsis dolabrata)","hatchet-leaved arbor-vitae (Thujopsis dolabrata)","carbonized material",""
"Charred Remain","炭化材(アスナロ属)",0,"carbonized material hatchet-leaved arbor-vitae (Thujopsis dolabrata)","hatchet-leaved arbor-vitae (Thujopsis dolabrata)","carbonized material",""
"Charred Remain","炭化材(アマネザサ等)",0,"carbonized material Nezasa bamboo (Pleioblastus viridistriatus)","Nezasa bamboo (Pleioblastus viridistriatus)","carbonized material","アズマネザサ is Whitestripe Bamboo Pleioblastus argenteostriatus I wrote Brown algae (Sargassum fulvellum) for some reason"
"Charred Remain","炭化材(アワブキ､アワブキ科)",0,"carbonized material Awabuki (Meliosma myriantha)","Awabuki (Meliosma myriantha)","carbonized material","BEWARE HAS MILLET アワ IN NAME"
"Charred Remain","炭化材(アワブキ)",0,"carbonized material Awabuki (Meliosma myriantha)","Awabuki (Meliosma myriantha)","carbonized material","BEWARE HAS MILLET アワ IN NAME"
"Charred Remain","炭化材(アワブキ属)",0,"carbonized material Awabuki (Meliosma myriantha)","Awabuki (Meliosma myriantha)","carbonized material","BEWARE HAS MILLET アワ IN NAME"
"Charred Remain","炭化材(アワブキ属アカガシ亜属)",0,"carbonized material Japanese evergreen oak (Quercus acuta) Awabuki (Meliosma myriantha)","Japanese evergreen oak (Quercus acuta) Awabuki (Meliosma myriantha)","carbonized material",""
"Charred Remain","炭化材(アワブキ科アワブキ属)",0,"carbonized material Awabuki (Meliosma myriantha)","Awabuki (Meliosma myriantha)","carbonized material",""
"Charred Remain","炭化材(イイギリ)",0,"carbonized material Īgiri tree (Idesia polycarpa)","Īgiri tree (Idesia polycarpa)","carbonized material",""
"Charred Remain","炭化材(イスノキ)",0,"carbonized material winter hazel (Dictylium racemosum)","winter hazel (Dictylium racemosum)","carbonized material",""
"Charred Remain","炭化材(イスノキ近似種)",0,"carbonized material or similar winter hazel (Dictylium racemosum)","winter hazel (Dictylium racemosum)","carbonized material or similar",""
"Charred Remain","炭化材(イチイガシ)",0,"carbonized material red bark oak (Quercus gilva)","red bark oak (Quercus gilva)","carbonized material",""
"Charred Remain","炭化材(イヌエンジュ)",0,"carbonized material Amur maackia (Maackia amurensis)","Amur maackia (Maackia amurensis)","carbonized material",""
"Charred Remain","炭化材(イヌガヤ･スダジイ)",0,"carbonized material Itajii tree (Castanopis sieboldi) plum yew (Cephalotaxus harringtonia)","Itajii tree (Castanopis sieboldi) plum yew (Cephalotaxus harringtonia)","carbonized material",""
"Charred Remain","炭化材(イヌガヤ)",0,"carbonized material plum yew (Cephalotaxus harringtonia)","plum yew (Cephalotaxus harringtonia)","carbonized material",""
"Charred Remain","炭化材(イヌザンショウ)",0,"carbonized material Pepper tree (Zanthoxylum schinifolium)","Pepper tree (Zanthoxylum schinifolium)","carbonized material","syn. Fagara mantchurica"
"Charred Remain","炭化材(イヌシデ節)",0,"carbonized material Chonowski's hornbeam (Carpinus tschonoskii)","Chonowski's hornbeam (Carpinus tschonoskii)","carbonized material",""
"Charred Remain","炭化材(イネ科)",0,"carbonized material Poaceae","Poaceae","carbonized material",""
"Charred Remain","炭化材(イネ科タケ亜科)",0,"carbonized material Poaceae bamboo (Bambusoideae)","Poaceae bamboo (Bambusoideae)","carbonized material",""
"Charred Remain","炭化材（イネ科タケ亜科）",0,"carbonized material Poaceae bamboo (Bambusoideae)","Poaceae bamboo (Bambusoideae)","carbonized material",""
"Charred Remain","炭化材(イネ科タケ亜科)、炭化種実(不明種実)",0,"unknown carbonized material seed/nuts Poaceae bamboo (Bambusoideae)","Poaceae bamboo (Bambusoideae)","unknown carbonized material seed/nuts",""
"Charred Remain","炭化材(イネ科タケ亜科の一種)",0,"carbonized material Poaceae bamboo (Bambusoideae)","Poaceae bamboo (Bambusoideae)","carbonized material",""
"Charred Remain","炭化材(イネ科稈)",0,"carbonized material culm Poaceae","Poaceae","carbonized material culm",""
"Charred Remain","炭化材(イネ科茎)",0,"carbonized material stem Poaceae","Poaceae","carbonized material stem",""
"Charred Remain","炭化材(イボタノキ属)",0,"carbonized material Privet (Ligustrum)","Privet (Ligustrum)","carbonized material",""
"Charred Remain","炭化材(ウコギ属)",0,"carbonized material Siberian ginseng (Eleutherococcus sp.)","Siberian ginseng (Eleutherococcus sp.)","carbonized material",""
"Charred Remain","炭化材(ウコギ科)",0,"carbonized material Siberian ginseng (Eleutherococcus sp.)","Siberian ginseng (Eleutherococcus sp.)","carbonized material",""
"Charred Remain","炭化材(ウツギ属)",0,"carbonized material deutzia (Deutzia sp.)","deutzia (Deutzia sp.)","carbonized material",""
"Charred Remain","炭化材(ウルシ?)",0,"carbonized material poison oak/ivy (Toxicodendron sp.)","poison oak/ivy (Toxicodendron sp.)","carbonized material","note these used to be Rhus sp. and are still classified as such in some places"
"Charred Remain","炭化材(ウルシ属)",0,"carbonized material poison oak/ivy (Toxicodendron sp.)","poison oak/ivy (Toxicodendron sp.)","carbonized material","note these used to be Rhus sp. and are still classified as such in some places"
"Charred Remain","炭化材(エゴノキ属, モミ属)",0,"carbonized material fir (Abies sp.) snowbell tree (Styrax sp.)","fir (Abies sp.) snowbell tree (Styrax sp.)","carbonized material",""
"Charred Remain","炭化材(エゴノキ属?)",0,"carbonized material snowbell tree (Styrax sp.)","snowbell tree (Styrax sp.)","carbonized material",""
"Charred Remain","炭化材(エゴノキ属)",0,"carbonized material snowbell tree (Styrax sp.)","snowbell tree (Styrax sp.)","carbonized material",""
"Charred Remain","炭化材(エゴノキ属近似種)",0,"carbonized material or similar snowbell tree (Styrax sp.)","snowbell tree (Styrax sp.)","carbonized material or similar","近似種=morphologically similar species"
"Charred Remain","炭化材(エノキ属)",0,"carbonized material hackberry (Celtis sp.)","hackberry (Celtis sp.)","carbonized material",""
"Charred Remain","炭化材（エノキ属）",0,"carbonized material hackberry (Celtis sp.)","hackberry (Celtis sp.)","carbonized material",""
"Charred Remain","炭化材(オニグルミ･クリ)",0,"carbonized material chestnut (Castanea crenata) walnut (Juglans ailanthifolia)","chestnut (Castanea crenata) walnut (Juglans ailanthifolia)","carbonized material",""
"Charred Remain","炭化材(オニグルミ、カエデ属、ケンポナシ属)",0,"carbonized material walnut (Juglans ailanthifolia) maple (Acer sp.) Japanese raisin tree (Hovenia sp.)","walnut (Juglans ailanthifolia) maple (Acer sp.) Japanese raisin tree (Hovenia sp.)","carbonized material","オニグルミ mancurian walnut?"
"Charred Remain","炭化材(オニグルミ、カエデ属、トネリコ属)",0,"carbonized material walnut (Juglans ailanthifolia) Ash (Fraxinus sp.) maple (Acer sp.)","walnut (Juglans ailanthifolia) Ash (Fraxinus sp.) maple (Acer sp.)","carbonized material",""
"Charred Remain","炭化材(オニグルミ、クリ)",0,"carbonized material chestnut (Castanea crenata) walnut (Juglans ailanthifolia)","chestnut (Castanea crenata) walnut (Juglans ailanthifolia)","carbonized material",""
