"Material_Classification","Material_Details_JPN","Material_Details_EN","inconsistent"
"Organic Residue from Pottery","土器付着物,吹,頸部外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,吹?,口縁外・胴外",NA,FALSE
"Organic Residue from Pottery","土器付着物,吹?,口縁部外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,吹?,胴外",NA,FALSE
"Organic Residue from Pottery","土器付着物,吹?,胴部最大径下位・外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,坏屈曲部",NA,FALSE
"Organic Residue from Pottery","土器付着物,坏部内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,埋甕",NA,FALSE
"Organic Residue from Pottery","土器付着物,壺棺スス,胴部上半外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,外面（試料は２点）",NA,FALSE
"Organic Residue from Pottery","土器付着物,外面付着",NA,FALSE
"Organic Residue from Pottery","土器付着物,屈曲部上位外",NA,FALSE
"Organic Residue from Pottery","土器付着物,底部下位・外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,底部内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,底部外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,炭化物,口縁外",NA,FALSE
"Organic Residue from Pottery","土器付着物,炭化物,口縁外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,炭化物,底部内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,炭化物,胴外",NA,FALSE
"Organic Residue from Pottery","土器付着物,炭化物,胴部上位・外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,炭化物,胴部外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,口内",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,口内外",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,口外",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,口縁内",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,口縁内・胴内上",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,口縁内,胴内",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,口縁内，胴内",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,口縁内、胴内",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,口縁内下，胴内中",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,口縁内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,口縁外",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,口縁外・口縁内・胴内",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,口縁外・胴外",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,口縁外，胴内",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,口胴内",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦，吹,胴内外",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,底部内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦，煤,胴内，胴外",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,胴下内",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,胴下内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,胴下外",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,胴下部外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,胴内",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,胴内上",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,胴内下",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,胴内下中",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,胴内下部",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,胴内中",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,胴内部外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,胴内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,胴外",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,胴外，胴内",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,胴外上",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,胴外下",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,胴部内",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,胴部内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,胴部内面中部",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,胴部外",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,脚底部内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,蓋内",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦,頸内",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦：米粒,胴内",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦：米粒痕,胴内",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦（アスファルト？）,胴内",NA,FALSE
"Organic Residue from Pottery","土器付着物,焦（アワ状）,胴内",NA,FALSE
"Organic Residue from Pottery","土器付着物,煮焦げ,坏部内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煮焦げ,底部内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煮焦げ,胴内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煮焦げ,胴部内面（胴下位内面）",NA,FALSE
"Organic Residue from Pottery","土器付着物,煮焦げ,脚部内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,口～胴外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,口内",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,口外",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,口縁内",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,口縁内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,口縁外",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,口縁外・胴外",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,口縁外・胴外上",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,口縁外・胴外下",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,口縁外，胴内",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,口縁外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,口縁部・外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,口縁部～胴部上位・外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,口縁部外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤，吹,口縁外・胴外",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤，吹,口縁外,胴外中",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,坏",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,屈曲部外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,底部下位・外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,底部内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,底部外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴上位・外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴下半外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴下部外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴内上",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴外",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴外，底部外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴外（頸）",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴外上",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴外下",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴外中",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴外中上",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴部上位〜中位・外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴部上位・外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴部上位外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴部上位外面（胴上外）",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴部下位・外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴部下位外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴部中位・外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴部中位外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴部内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴部最大径・外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴部外",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴部外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴部外面破片",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴部破片",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,胴部破片・外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,頚外",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,頚部外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,頸外",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,頸外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,頸部・外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,頸部外",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤,頸部外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤?,口縁内",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤?,口縁外",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤?,口縁外下",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤?,胴外",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤?,胴外上",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤?,胴外下",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤（アスファルト？）,胴外",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤（漆？）,口縁外・胴外",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤状,胴外",NA,FALSE
"Organic Residue from Pottery","土器付着物,煤状,胴部中位外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,胎土食込炭化物,内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴・内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴上外",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴内",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴内上",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴外",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴外，胴内",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴外上",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴外下",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴外中～下",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴部上位",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴部上位・内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴部上位・外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴部上位外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴部下位・内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴部下位・外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴部下位内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴部下位外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴部下半下外面（胴中外）",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴部中位・内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴部中位・外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴部内面",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴部最大径部・外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴部外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴部外面より採取",NA,FALSE
"Organic Residue from Pottery","土器付着物,胴部突帯下",NA,FALSE
"Organic Residue from Pottery","土器付着物,膜状,胴部中位外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,頚外",NA,FALSE
"Organic Residue from Pottery","土器付着物,頸外",NA,FALSE
"Organic Residue from Pottery","土器付着物,頸部",NA,FALSE
"Organic Residue from Pottery","土器付着物,頸部外面",NA,FALSE
"Organic Residue from Pottery","土器付着物,鱗茎状,底部内面",NA,FALSE
"Other unknown samples","土器付着物(アスファルト?)",NA,FALSE
"Organic Residue from Pottery","土器付着物(お焦げ)",NA,FALSE
"Organic Residue from Pottery","土器付着物（内面口縁）",NA,FALSE
"Organic Residue from Pottery","土器付着物（内面口縁～胴上半）",NA,FALSE
"Organic Residue from Pottery","土器付着物（内面口縁部）",NA,FALSE
"Organic Residue from Pottery","土器付着物（内面胴下半）",NA,FALSE
"Organic Residue from Pottery","土器付着物（外面口縁）",NA,FALSE
"Organic Residue from Pottery","土器付着物（外面口縁部）",NA,FALSE
"Organic Residue from Pottery","土器付着物（外面胴下半）",NA,FALSE
"Organic Residue from Pottery","土器付着物（外面頸部）",NA,FALSE
"Organic Residue from Pottery","土器付着物（外面頸部～胴上半）",NA,FALSE
"Organic Residue from Pottery","土器付着物（深鉢口縁内）",NA,FALSE
"Lacquer","土器付着物(漆塗膜)",NA,FALSE
"Organic Residue from Pottery","土器付着物（焦・口縁内）",NA,FALSE
"Organic Residue from Pottery","土器付着物（煤類）",NA,FALSE
"Organic Residue from Pottery","土器付着物吹口縁外・胴外",NA,FALSE
"Organic Residue from Pottery","土器付着物吹胴外",NA,FALSE
"Organic Residue from Pottery","土器付着物焦口縁内",NA,FALSE
"Organic Residue from Pottery","土器付着物焦底部内面",NA,FALSE
"Organic Residue from Pottery","土器付着物焦胴内",NA,FALSE
"Organic Residue from Pottery","土器付着物焦胴内，底部内面",NA,FALSE
"Organic Residue from Pottery","土器付着物焦胴内下",NA,FALSE
"Organic Residue from Pottery","土器付着物煤口縁外",NA,FALSE
"Organic Residue from Pottery","土器付着物煤胴外",NA,FALSE
"Organic Residue from Pottery","土器内付着炭化物",NA,FALSE
"Organic Residue from Pottery","土器内面付着炭化物",NA,FALSE
"Organic Residue from Pottery","土器内面付着物",NA,FALSE
"Organic Residue from Pottery","土器内面付着物（口縁部）",NA,FALSE
"Organic Residue from Pottery","土器内面付着物（口縁部下部）",NA,FALSE
"Organic Residue from Pottery","土器口縁内面に付着",NA,FALSE
"Organic Residue from Pottery","土器外面付着炭化物",NA,FALSE
"Soil","土壌",NA,TRUE
"Wood","土壌",NA,TRUE
"Humic substances ","土壌　灰･炭(フミン)",NA,FALSE
"Humic substances ","土壌　灰･炭(フミン酸)",NA,FALSE
"Soil","土壌・炭化物",NA,FALSE
"Soil","土壌(Humin)",NA,FALSE
"Soil","土壌(ヒューミンを抽出)",NA,FALSE
"Soil","土壌(地山)",NA,FALSE
"Soil","土壌(暗褐色砂混じり粘土質)",NA,FALSE
"Soil","土壌(暗青灰色土)",NA,FALSE
"Soil","土壌(暗黒色土)",NA,FALSE
"Soil","土壌(有機質粘土)",NA,FALSE
"Peat","土壌(未分解草本質泥炭)",NA,FALSE
"Soil","土壌(炭化物混)",NA,FALSE
"Soil","土壌(炭化物混じりの粘土)",NA,FALSE
"Charred Remain","土壌(炭化物混じりの粘土)･炭化材(スダジイ)",NA,FALSE
"Soil","土壌(焼土)",NA,FALSE
"Soil","土壌(腐植土)",NA,FALSE
"Soil","土壌(腐植層)",NA,FALSE
"Soil","土壌(腐植質シルト)",NA,FALSE
"Soil","土壌(貝混)",NA,FALSE
"Soil","土壌(黒色土)",NA,FALSE
"Soil","土壌(黒色泥)",NA,FALSE
"Soil","土壌(黒色泥質土)",NA,FALSE
"Soil","土壌(黒色砂混じりシルト)",NA,FALSE
"Soil","土壌(黒色砂質土)",NA,FALSE
"Soil","土壌(黒色腐植土)",NA,FALSE
"Soil","土壌(黒褐色土)",NA,FALSE
"Soil","土壌(黒褐色砂)",NA,FALSE
"Soil","土壌(黒褐色砂質シルト)",NA,FALSE
"Soil","土壌に含まれる有機物",NA,FALSE
"Soil","土壌に含まれる木片",NA,FALSE
"Soil","土壌に含まれる炭化物",NA,FALSE
NA,"土壌中炭化物",NA,FALSE
"Other Charred Remains","土壌化炭化物",NA,FALSE
"Soil","土壌有機物",NA,FALSE
"Other Charred Remains","土壌混じりの炭化物",NA,FALSE
"Soil","土壌混炭化物",NA,FALSE
"Soil","土壌腐植",NA,FALSE
"Soil","土層（黒色土）",NA,FALSE
"Charred Remain","土混じり木炭片",NA,FALSE
"Organic Residue from Pottery","土製品付着炭化物",NA,FALSE
"Charred Remain","地下茎(クワイ)",NA,FALSE
"Soil","地積物",NA,FALSE
"Wood","埋もれ木",NA,FALSE
"Soil","埴土",NA,FALSE
"Human Bone","基節骨（手）",NA,FALSE
"Charred Seed","堅果",NA,FALSE
"Seed","堅果(イチイガシ)",NA,FALSE
"Seed","堅果(オニグルミ)",NA,FALSE
"Seed","堅果(クヌギ)",NA,FALSE
"Seed","堅果(クルミ)",NA,FALSE
"Charred Seed","堅果（クルミ属内果皮）",NA,FALSE
"Seed","堅果(コナラ属アカガシ亜属)",NA,FALSE
"Seed","堅果(トチ)",NA,FALSE
"Seed","堅果(ドングリ)",NA,FALSE
"Seed","堅果(ナラガシワ)",NA,FALSE
"Seed","堅果(ナラガシワ）",NA,FALSE
"Seed","堅果(ナラガシワ)　",NA,FALSE
"Charred Seed","堅果（炭化クルミ？）",NA,FALSE
"Charred Seed","堅果（炭化コナラ？）",NA,FALSE
"Charred Seed","堅果（炭化核、1片）",NA,FALSE
"Seed","堅果果皮",NA,FALSE
"Seed","堅果類",NA,FALSE
"Seed","堅果類(イチイガシ)",NA,FALSE
"Seed","堅果類(オニグルミ)",NA,FALSE
"Soil","堆積土",NA,FALSE
"Soil","堆積土(貝層)",NA,FALSE
"Soil","堆積土壌",NA,FALSE
"Soil","堆積物",NA,FALSE
"Soil","堆積物:未分解の植物遺体を多く含む中粒砂混じり有機質細粒砂質シルト",NA,FALSE
"Soil","堆積物:未分解植物遺体混じり有機質極細粒砂質シルト",NA,FALSE
"Soil","堆積物:植物遺体･極細粒砂混じりシルト",NA,FALSE
"Soil","堆積物:植物遺体混じりシルト",NA,FALSE
"Soil","堆積物:植物遺体混じりシルト質細粒砂",NA,FALSE
"Soil","堆積物:植物遺体混じり極細粒砂質シルト",NA,FALSE
"Soil","堆積物(土壌)",NA,FALSE
"Soil","堆積物(暗灰色粘土)",NA,FALSE
"Soil","堆積物(黒色土)",NA,FALSE
"Soil","堆積物(黒褐色土)",NA,FALSE
"Lacquer","塗膜",NA,FALSE
"Other unknown samples","塗膜(赤色顔料)",NA,FALSE
"Lacquer","塗膜片",NA,FALSE
"Lacquer","塗膜片(漆?)",NA,FALSE
"Human Bone","大腿骨",NA,TRUE
NA,"大腿骨",NA,TRUE
"Human Bone","大腿骨片",NA,FALSE
"Seed","子葉(コナラ)",NA,FALSE
"Other Charred Remains","容器付着物",NA,FALSE
"Fish bone","小型イルカ　椎骨",NA,FALSE
"Wood","小枝",NA,FALSE
"Wood","小枝材",NA,FALSE
"Human Bone","尺骨",NA,FALSE
